entity,term,count,,,entity,term,count,entity,term,count
Species,S. cerevisiae,1,,,,,,,,
Species,mouse mammary tumor virus,1,,,,,,,,
Species,human immunodeficiency virus,1,,,,,,,,
Species,A. nidulans,1,,,,,,,,
Species,Mycobacterium tuberculosis,1,,,,,,,,
Species,E.coli,1,,,,,,,,
Species,S.cerevisiae,1,,,,,,,,
Species,Patients,1,,,,,,,,
Species,mammal,1,,,,,,,,
Species,Humans,1,,,,,,,,
Species,persons,1,,,,,,,,
Species,CoCoA,1,,,,,,,,
Species,Yeast,1,,,,,,,,
Species,Caenorhabditis elegans,1,,,,,,,,
Species,gatekeeper,1,,,,,,,,
Species,Mus musculus,1,,,,,,,,
Species,M. avium,1,,,,,,,,
Species,men,1,,,,,,,,
Chemical,sugar,1,,,,,,,,
Chemical,oligonucleotide,1,,,,,,,,
Chemical,Bay K8644,1,,,,,,,,
Chemical,glycine,1,,,,,,,,
Chemical,glycosaminoglycan,1,,,,,,,,
Chemical,Ser-Gly-Gly-Gly,1,,,,,,,,
Chemical,NaCl,1,,,,,,,,
Chemical,EDTA,1,,,,,,,,
Chemical,nt,1,,,,,,,,
Chemical,succinylaminoimidazole carboxamide ribotide,1,,,,,,,,
Chemical,aminoimidazole carboxamide ribotide,1,,,,,,,,
Chemical,adenylosuccinate,1,,,,,,,,
Chemical,adenylate,1,,,,,,,,
Chemical,purine nucleotide,1,,,,,,,,
Chemical,AMP,1,,,,,,,,
Chemical,E12,1,,,,,,,,
Chemical,chloramphenicol,1,,,,,,,,
Chemical,32P,1,,,,,,,,
Chemical,GABA,1,,,,,,,,
Chemical,retinoid,1,,,,,,,,
Chemical,vitamin D,1,,,,,,,,
Chemical,23-amino acid,1,,,,,,,,
Chemical,13-amino acid,1,,,,,,,,
Chemical,phospholipid,1,,,,,,,,
Chemical,phosphatidylinositol 3-phosphate,1,,,,,,,,
Chemical,"phosphatidylinositol 3, 4-bisphosphate",1,,,,,,,,
Chemical,pyrimidine,1,,,,,,,,
Chemical,hexahistidine,1,,,,,,,,
Chemical,thymine glycol,1,,,,,,,,
Chemical,urea,1,,,,,,,,
Chemical,retinoid acid,1,,,,,,,,
Chemical,lipopolysaccharide,1,,,,,,,,
Chemical,NMDA,1,,,,,,,,
Chemical,tetrodotoxin,1,,,,,,,,
Chemical,N-methyl-D-aspartate,1,,,,,,,,
Chemical,TC,1,,,,,,,,
Chemical,"phosphatidylinositol 3,4, 5,-trisphosphate",1,,,,,,,,
Chemical,Ni2+,1,,,,,,,,
Chemical,S-adenosylmethionine,1,,,,,,,,
Chemical,phenylalanine,1,,,,,,,,
Chemical,PD-98059,1,,,,,,,,
Chemical,Ba,1,,,,,,,,
Chemical,Bay K 8644,1,,,,,,,,
Chemical,Triton X-100,1,,,,,,,,
Chemical,Glutathione,1,,,,,,,,
Chemical,CtBP,1,,,,,,,,
Chemical,tetracycline,1,,,,,,,,
Chemical,tet,1,,,,,,,,
Chemical,Fe,1,,,,,,,,
Chemical,PD98059,1,,,,,,,,
Chemical,LY294002,1,,,,,,,,
Chemical,COOH,1,,,,,,,,
Chemical,methyl methanesulfonate,1,,,,,,,,
Chemical,polyphosphatidylinositol,1,,,,,,,,
Chemical,inositolhexakisphosphate,1,,,,,,,,
Chemical,polyphosphatidylinositide,1,,,,,,,,
Chemical,sulforaphane,1,,,,,,,,
Chemical,bis(2-hydroxybenzylidene)acetone,1,,,,,,,,
Chemical,dipyridyl disulfides,1,,,,,,,,
Chemical,thiopyridone,1,,,,,,,,
Chemical,cysteine thiols,1,,,,,,,,
Chemical,dexamethasone,1,,,,,,,,
Chemical,BTB,1,,,,,,,,
Chemical,Dab,1,,,,,,,,
Chemical,glycosylphosphatidyl,1,,,,,,,,
Chemical,inositol,1,,,,,,,,
Chemical,bromodomain,1,,,,,,,,
Chemical,acetyllysines,1,,,,,,,,
Chemical,1-O-alkyl-2-acetyl-sn-glycero-3-phosphocholine,1,,,,,,,,
Chemical,lipid,1,,,,,,,,
Chemical,PAF,1,,,,,,,,
Chemical,tryptophan,1,,,,,,,,
Chemical,aspartate,1,,,,,,,,
Chemical,Tamoxifen,1,,,,,,,,
Chemical,Phenylephrine,1,,,,,,,,
Chemical,Y-27632,1,,,,,,,,
Chemical,methyl-CpGs,1,,,,,,,,
Chemical,lysophosphatidic acid,1,,,,,,,,
Chemical,Cys,1,,,,,,,,
Chemical,His,1,,,,,,,,
Chemical,Asp,1,,,,,,,,
Chemical,oxygen,1,,,,,,,,
Chemical,aluminium fluoride,1,,,,,,,,
Chemical,5-hydroxytryptamine,1,,,,,,,,
Chemical,C,1,,,,,,,,
Chemical,valine,1,,,,,,,,
Chemical,Tcf,1,,,,,,,,
Chemical,phosphoinositide,1,,,,,,,,
Chemical,phospholipids,1,,,,,,,,
Chemical,X-gal,1,,,,,,,,
Chemical,Steroid,1,,,,,,,,
Chemical,hydrogen peroxide,1,,,,,,,,
Chemical,GTP,1,,,,,,,,
Chemical,Leucine,1,,,,,,,,
Chemical,Val,1,,,,,,,,
Chemical,16-amino acid,1,,,,,,,,
Chemical,trichostatin A,1,,,,,,,,
Chemical,uridine,1,,,,,,,,
Chemical,titanium ion,1,,,,,,,,
Chemical,polymer,1,,,,,,,,
Chemical,DHPG,1,,,,,,,,
Chemical,harmine,1,,,,,,,,
Chemical,dileucine,1,,,,,,,,
Chemical,ampakine,1,,,,,,,,
Chemical,CX546,1,,,,,,,,
Chemical,glycan,1,,,,,,,,
Chemical,TM3,1,,,,,,,,
Chemical,halide,1,,,,,,,,
Chemical,guanosine triphosphate,1,,,,,,,,
Chemical,doxycycline,1,,,,,,,,
Chemical,lipin,1,,,,,,,,
Chemical,asparagine,1,,,,,,,,
Chemical,guanine nucleotide,1,,,,,,,,
Chemical,DHHC,1,,,,,,,,
Chemical,fatty acids,1,,,,,,,,
Chemical,leptotene,1,,,,,,,,
Chemical,zygotene,1,,,,,,,,
Chemical,propionylated,1,,,,,,,,
Chemical,LiCl,1,,,,,,,,
Chemical,MG132,1,,,,,,,,
Chemical,forskolin,1,,,,,,,,
Chemical,ES,1,,,,,,,,
Chemical,SDS,1,,,,,,,,
Chemical,dnTcf7l2,1,,,,,,,,
Chemical,tYrosine,1,,,,,,,,
Chemical,PIP,1,,,,,,,,
Chemical,acetyl-lysine,1,,,,,,,,
Chemical,leucettine,1,,,,,,,,
Chemical,succinylome,1,,,,,,,,
Chemical,tricarboxylic acid,1,,,,,,,,
Chemical,fatty acid,1,,,,,,,,
Chemical,Arginine,1,,,,,,,,
Chemical,monomethyl arginine,1,,,,,,,,
Chemical,dimethyl arginine,1,,,,,,,,
Chemical,trimethyl lysine,1,,,,,,,,
Chemical,valproate,1,,,,,,,,
Chemical,lithium,1,,,,,,,,
Chemical,reactive oxygen species,1,,,,,,,,
Chemical,FeCl3,1,,,,,,,,
Chemical,polynucleotides,1,,,,,,,,
Chemical,cAMP,1,,,,,,,,
Chemical,isoproterenol,1,,,,,,,,
Chemical,ATP,1,,,,,,,,
Chemical,diethylmaleate,1,,,,,,,,
Chemical,Serotonin,1,,,,,,,,
Chemical,hexanucleotide,1,,,,,,,,
Chemical,guanine,1,,,,,,,,
Chromosome,chromosome 6,1,,,,,,,,
Chromosome,chromosome 11q23,1,,,,,,,,
Chromosome,chromosome 9,1,,,,,,,,
Chromosome,16p13.3,1,,,,,,,,
Chromosome,chromosome 21,1,,,,,,,,
Chromosome,21q22,1,,,,,,,,
Chromosome,chromosome 10,1,,,,,,,,
Chromosome,chromosome 10q23,1,,,,,,,,
Chromosome,7q11.23,1,,,,,,,,
Chromosome,chromosome 17,1,,,,,,,,
Chromosome,chromosome 7q11.23,1,,,,,,,,
Chromosome,17p11.2,1,,,,,,,,
Chromosome,22q13,1,,,,,,,,
Disease,embryonic neuroepithelium gives rise,1,,,,,,,,
Disease,pits,1,,,,,,,,
Disease,neuroendocrine,1,,,,,,,,
Disease,cardiac muscle differentiation,1,,,,,,,,
Disease,haemorrhage,1,,,,,,,,
Disease,Miller-Dieker lissencephaly syndrome,1,,,,,,,,
Disease,developmental brain malformation,1,,,,,,,,
Disease,genetic disease,1,,,,,,,,
Disease,erythroleukemia,1,,,,,,,,
Disease,lissencephaly-1 (LIS-1) protein,1,,,,,,,,
Disease,embryonic vasculature,1,,,,,,,,
Disease,embryonic growth,1,,,,,,,,
Disease,teratomas,1,,,,,,,,
Disease,leukemias,1,,,,,,,,
Disease,cytotoxicity,1,,,,,,,,
Disease,semD,1,,,,,,,,
Disease,glioblastoma,1,,,,,,,,
Disease,breast carcinoma,1,,,,,,,,
Disease,cardiac myogenesis,1,,,,,,,,
Disease,mitochondrial dysfunction,1,,,,,,,,
Disease,mitochondrial disease,1,,,,,,,,
Disease,lissencephaly-1,1,,,,,,,,
Disease,colon carcinoma,1,,,,,,,,
Disease,APC-deficient,1,,,,,,,,
Disease,vascular abnormalities,1,,,,,,,,
Disease,toxicity,1,,,,,,,,
Disease,Alzheimer\'s disease neurotoxin,1,,,,,,,,
Disease,excitotoxicity,1,,,,,,,,
Disease,memory deficits,1,,,,,,,,
Disease,E-deficiency,1,,,,,,,,
Disease,PTEN deficiency,1,,,,,,,,
Disease,inherited vascular malformations,1,,,,,,,,
Disease,tuberous sclerosis 2 tumour,1,,,,,,,,
Disease,cranial ganglia,1,,,,,,,,
Disease,osteoclastic bone,1,,,,,,,,
Disease,brain abnormalities,1,,,,,,,,
Disease,chemorepulsive,1,,,,,,,,
Disease,prostate cancer,1,,,,,,,,
Disease,neuronal migration disorders,1,,,,,,,,
Disease,isolated lissencephaly,1,,,,,,,,
Disease,cardiovascular defects,1,,,,,,,,
Disease,hamartomas,1,,,,,,,,
Disease,extra-renal tumors,1,,,,,,,,
Disease,hepatic hemangiomas,1,,,,,,,,
Disease,renal tumors,1,,,,,,,,
Disease,Fragile X Syndrome,1,,,,,,,,
Disease,Inflammation,1,,,,,,,,
Disease,pneumonia,1,,,,,,,,
Disease,initiation of insulitis,1,,,,,,,,
Disease,insulitis and type 1 diabetes,1,,,,,,,,
Disease,emphysema,1,,,,,,,,
Disease,autosomal recessive degenerative disease,1,,,,,,,,
Disease,haploinsufficiency conditions,1,,,,,,,,
Disease,embryonic pituitary,1,,,,,,,,
Disease,embryonic pituitary gland primordia,1,,,,,,,,
Disease,postnatal growth defects,1,,,,,,,,
Disease,head malformations,1,,,,,,,,
Disease,cataracts,1,,,,,,,,
Disease,carcinogenic,1,,,,,,,,
Disease,chondrosarcomas,1,,,,,,,,
Disease,asthma,1,,,,,,,,
Disease,neuronal migration disorders isolated lissencephaly,1,,,,,,,,
Disease,embryonic cerebellum,1,,,,,,,,
Disease,deficient cerebellar granule neurons migrated,1,,,,,,,,
Disease,WD,1,,,,,,,,
Disease,lactational failure,1,,,,,,,,
Disease,impaired neuronal migration,1,,,,,,,,
Disease,motility defect,1,,,,,,,,
Disease,ataxia,1,,,,,,,,
Disease,hydrocephalus,1,,,,,,,,
Disease,hepatocellular carcinomas,1,,,,,,,,
Disease,encephalomyocarditis,1,,,,,,,,
Disease,degenerative diseases,1,,,,,,,,
Disease,migration defect,1,,,,,,,,
Disease,migration defects,1,,,,,,,,
Disease,cofactor,1,,,,,,,,
Disease,developmental syndrome,1,,,,,,,,
Disease,corneal,1,,,,,,,,
Disease,immunoglobulin A nephropathy,1,,,,,,,,
Disease,embryonic death,1,,,,,,,,
Disease,developmental defect,1,,,,,,,,
Disease,coated pits,1,,,,,,,,
Disease,neuromuscular dystrophy,1,,,,,,,,
Disease,skeletal muscle disease,1,,,,,,,,
Disease,KY deficiency,1,,,,,,,,
Disease,limb-girdle muscular dystrophies,1,,,,,,,,
Disease,multiple congenital anomalies,1,,,,,,,,
Disease,Obesity,1,,,,,,,,
Disease,craniofacial anomalies,1,,,,,,,,
Disease,malformations,1,,,,,,,,
Disease,neuronal migration defect lissencephaly,1,,,,,,,,
Disease,zona pellucida-induced acrosome reaction,1,,,,,,,,
Disease,defects impair neuronal migration,1,,,,,,,,
Disease,brain malformation lissencephaly,1,,,,,,,,
Disease,Mediterranean fever,1,,,,,,,,
Disease,Opitz syndrome,1,,,,,,,,
Disease,ARID,1,,,,,,,,
Disease,cancerous,1,,,,,,,,
Disease,KD,1,,,,,,,,
Disease,muscular dystrophies,1,,,,,,,,
Disease,respiratory failure,1,,,,,,,,
Disease,functional deficiency,1,,,,,,,,
Disease,Friedreich ataxia,1,,,,,,,,
Disease,MCF-7 breast-cancer,1,,,,,,,,
Disease,PHD,1,,,,,,,,
Disease,craniofacial defects,1,,,,,,,,
Disease,Rett syndrome,1,,,,,,,,
Disease,autism-related disorder,1,,,,,,,,
Disease,Deficiency in Scrib impairs,1,,,,,,,,
Disease,Deficiency,1,,,,,,,,
Disease,neurodegenerative disorder,1,,,,,,,,
Disease,spinocerebellar ataxia and cardiomyopathy,1,,,,,,,,
Disease,fragile X syndrome,1,,,,,,,,
Disease,Alzheimer disease brains,1,,,,,,,,
Disease,Parkinson disease brains,1,,,,,,,,
Disease,genetic disorder,1,,,,,,,,
Disease,cell leukemia,1,,,,,,,,
Disease,B-lymphoid homeostasis,1,,,,,,,,
Disease,learning defect,1,,,,,,,,
Disease,vascular remodeling defects,1,,,,,,,,
Disease,epithelial cancers,1,,,,,,,,
Disease,epithelial tumors,1,,,,,,,,
Disease,invasive carcinomas,1,,,,,,,,
Disease,hyperplasia,1,,,,,,,,
Disease,heart injury,1,,,,,,,,
Disease,myocardial infarction,1,,,,,,,,
Disease,psychiatric disorders,1,,,,,,,,
Disease,deficiency alters iron metabolism,1,,,,,,,,
Disease,iron deficiency,1,,,,,,,,
Disease,Embryonic lethality,1,,,,,,,,
Disease,bacterial infection,1,,,,,,,,
Disease,chronic infections,1,,,,,,,,
Disease,HIV,1,,,,,,,,
Disease,AIDS,1,,,,,,,,
Disease,Hypertrophic heart disease,1,,,,,,,,
Disease,cardiomyocyte hypertrophy,1,,,,,,,,
Disease,cardiac pathological hypertrophy,1,,,,,,,,
Disease,myocardial hypertrophy,1,,,,,,,,
Disease,fibrosis,1,,,,,,,,
Disease,cardiac dysfunction,1,,,,,,,,
Disease,hypoxia,1,,,,,,,,
Disease,Cardiac hypertrophy,1,,,,,,,,
Disease,Parkinson\'s disease,1,,,,,,,,
Disease,aggressive haematopoietic malignancy,1,,,,,,,,
Disease,aggressive leukaemias,1,,,,,,,,
Disease,cranio-lenticulo-sutural dysplasia,1,,,,,,,,
Disease,retention disease,1,,,,,,,,
Disease,congenital anomalies,1,,,,,,,,
Disease,neurobehavioral abnormalities,1,,,,,,,,
Disease,rhythm-dysfunction disorder,1,,,,,,,,
Disease,hypothalamus,1,,,,,,,,
Disease,viral infections,1,,,,,,,,
Disease,injury,1,,,,,,,,
Disease,retards muscle differentiation,1,,,,,,,,
Disease,Additional defects,1,,,,,,,,
Disease,colitis,1,,,,,,,,
Disease,WASH deficiency,1,,,,,,,,
Disease,early embryonic lethality,1,,,,,,,,
Disease,seizures,1,,,,,,,,
Disease,hyperkinetic disorders,1,,,,,,,,
Disease,hyperkinetic neuropsychiatric disorder,1,,,,,,,,
Disease,hyperkinetic disorder,1,,,,,,,,
Disease,cardiovascular diseases,1,,,,,,,,
Disease,bleeding,1,,,,,,,,
Disease,platelet aggregation,1,,,,,,,,
Disease,occlusive thrombi,1,,,,,,,,
Disease,thrombus,1,,,,,,,,
Disease,allergic diseases,1,,,,,,,,
Disease,WASH deficiency impairs,1,,,,,,,,
Disease,LCMV infection,1,,,,,,,,
Disease,EBPbeta,1,,,,,,,,
Disease,haploinsufficient tumour,1,,,,,,,,
Disease,microencephaly,1,,,,,,,,
Disease,back side-anchored,1,,,,,,,,
Disease,Osteofibrous Dysplasia,1,,,,,,,,
Disease,Osteofibrous dysplasia,1,,,,,,,,
Disease,congenital disorder of osteogenesis,1,,,,,,,,
Disease,retarded osteoblastic differentiation,1,,,,,,,,
Disease,congenital glaucoma,1,,,,,,,,
Disease,Primary congenital glaucoma,1,,,,,,,,
Disease,eye disease,1,,,,,,,,
Disease,intraocular pressure,1,,,,,,,,
Disease,acute hyperglycemia,1,,,,,,,,
Disease,hyperglycemia,1,,,,,,,,
Disease,dendritic tips of ON-bipolar,1,,,,,,,,
Disease,squamous cell carcinoma,1,,,,,,,,
Disease,hyperactive,1,,,,,,,,
Disease,psychiatric,1,,,,,,,,
Disease,attention-deficit hyperactivity disorder,1,,,,,,,,
Disease,autism spectrum disorders,1,,,,,,,,
Disease,multiple sclerosis,1,,,,,,,,
Disease,haploinsufficiency alters neuronal,1,,,,,,,,
Disease,autistic,1,,,,,,,,
Disease,autism,1,,,,,,,,
Disease,cognitive deficit,1,,,,,,,,
Disease,autistic spectrum disorders,1,,,,,,,,
Disease,haploinsufficiency impairs,1,,,,,,,,
Disease,neuronal dysfunctions,1,,,,,,,,
Disease,amyotrophic lateral sclerosis,1,,,,,,,,
Disease,dementia,1,,,,,,,,
Disease,infertile,1,,,,,,,,
Disease,teratozoospermia,1,,,,,,,,
Disease,retinoblastoma,1,,,,,,,,
Disease,developmental abnormalities and tumour growth,1,,,,,,,,
Disease,AMBRA1-deficient tumours,1,,,,,,,,
Disease,retinoblastoma (RB) hyperphosphorylation,1,,,,,,,,
Disease,retinoblastoma tumour,1,,,,,,,,
CellLine,Rat 1,1,,,,,,,,
CellLine,BC3H1,1,,,,,,,,
CellLine,COS-1,1,,,,,,,,
CellLine,RTK,1,,,,,,,,
CellLine,3T3,1,,,,,,,,
CellLine,293T,1,,,,,,,,
CellLine,COS-7,1,,,,,,,,
CellLine,NIH 3T3,1,,,,,,,,
CellLine,MCF-7,1,,,,,,,,
CellLine,HEK293T,1,,,,,,,,
CellLine,"101, a",1,,,,,,,,
CellLine,SH-SY5Y,1,,,,,,,,
CellLine,THP-1,1,,,,,,,,
CellLine,HT22,1,,,,,,,,
CellLine,HCT116,1,,,,,,,,
CellLine,NK,1,,,,,,,,
CellLine,T-Cell,1,,,,,,,,
ProteinAcidChange,serine to an aspartic acid,1,,,,,,,,
ProteinAcidChange,cysteine to alanine,1,,,,,,,,
ProteinAcidChange,valine to alanine,1,,,,,,,,
ProteinAcidChange,serine-to-alanine,1,,,,,,,,
ProteinAcidChange,His-to-Lys,1,,,,,,,,
ProteinAcidChange,His-to-Asp,1,,,,,,,,
ProteinMutation,tyrosine 1101,1,,,,,,,,
ProteinMutation,Y1101 to phenylalanine,1,,,,,,,,
ProteinMutation,tyrosine 766 to phenylalanine,1,,,,,,,,
ProteinMutation,F31S,1,,,,,,,,
ProteinMutation,V477A,1,,,,,,,,
ProteinMutation,S127A,1,,,,,,,,
ProteinMutation,S128A,1,,,,,,,,
ProteinMutation,Y479F,1,,,,,,,,
ProteinMutation,V675A,1,,,,,,,,
ProteinMutation,E84A,1,,,,,,,,
ProteinMutation,R87A,1,,,,,,,,
ProteinMutation,Q83A,1,,,,,,,,
ProteinMutation,H171A,1,,,,,,,,
ProteinMutation,H197A,1,,,,,,,,
ProteinMutation,G130V,1,,,,,,,,
ProteinMutation,S557A,1,,,,,,,,
ProteinMutation,S553A,1,,,,,,,,
ProteinMutation,T522D,1,,,,,,,,
ProteinMutation,T522V,1,,,,,,,,
ProteinMutation,lysine 437 through lysine,1,,,,,,,,
ProteinMutation,serine 1700,1,,,,,,,,
ProteinMutation,Ser-1700-Ala,1,,,,,,,,
ProteinMutation,Ser1928 mutated to alanine,1,,,,,,,,
DNAMutation,C273A,1,,,,,,,,
DNAMutation,C288A,1,,,,,,,,
SNP,rs5918,1,,,,,,,,
